Lifetime (mins),Density (%)
7.017038286703828,8.64
7.017038286703828,9.2
7.017038286703828,8.72
7.017038286703828,8.8
7.017038286703828,9.36
7.270067807853821,8.72
7.270067807853821,9.280000000000001
7.270067807853821,8.16
7.270067807853821,9.2
7.270067807853821,9.120000000000001
7.270067807853821,8.24
7.270067807853821,8.32
7.270067807853821,8.879999999999999
7.270067807853821,8.8
7.270067807853821,8.08
7.270067807853821,8.48
7.270067807853821,8.559999999999999
7.270067807853821,9.36
7.270067807853821,9.04
7.270067807853821,8.96
7.270067807853821,8.64
7.270067807853821,8.4
7.532221397586239,7.68
7.532221397586239,7.52
7.532221397586239,7.76
7.532221397586239,7.84
7.532221397586239,8.0
7.532221397586239,7.6000000000000005
7.532221397586239,7.92
7.532221397586239,8.24
7.532221397586239,8.08
7.532221397586239,8.48
7.532221397586239,8.4
7.532221397586239,8.32
7.532221397586239,8.64
7.532221397586239,8.559999999999999
7.532221397586239,8.16
7.532221397586239,8.72
7.532221397586239,8.8
7.803828063469522,7.199999999999999
7.803828063469522,7.52
7.803828063469522,7.04
7.803828063469522,7.28
7.803828063469522,7.36
7.803828063469522,6.96
7.803828063469522,7.12
7.803828063469522,8.08
7.803828063469522,7.4399999999999995
7.803828063469522,8.24
7.803828063469522,7.6000000000000005
7.803828063469522,8.16
7.803828063469522,7.68
7.803828063469522,7.76
7.803828063469522,7.84
7.803828063469522,8.0
7.803828063469522,7.92
8.085228676856246,6.72
8.085228676856246,6.8
8.085228676856246,6.88
8.085228676856246,6.96
8.085228676856246,6.640000000000001
8.085228676856246,7.52
8.085228676856246,7.6000000000000005
8.085228676856246,7.199999999999999
8.085228676856246,7.28
8.085228676856246,7.36
8.085228676856246,7.68
8.085228676856246,7.4399999999999995
8.085228676856246,7.12
8.085228676856246,6.5600000000000005
8.085228676856246,7.04
8.085228676856246,6.4799999999999995
8.085228676856246,6.4
8.37677640068292,6.4
8.37677640068292,6.0
8.37677640068292,6.16
8.37677640068292,6.24
8.37677640068292,6.32
8.37677640068292,7.12
8.37677640068292,5.84
8.37677640068292,7.04
8.37677640068292,6.96
8.37677640068292,6.88
8.37677640068292,6.8
8.37677640068292,6.08
8.37677640068292,6.4799999999999995
8.37677640068292,5.92
8.37677640068292,6.5600000000000005
8.37677640068292,6.72
8.37677640068292,6.640000000000001
8.67883713269597,5.44
8.67883713269597,6.08
8.67883713269597,5.52
8.67883713269597,6.5600000000000005
8.67883713269597,5.680000000000001
8.67883713269597,6.24
8.67883713269597,6.0
8.67883713269597,6.4799999999999995
8.67883713269597,5.92
8.67883713269597,6.32
8.67883713269597,5.84
8.67883713269597,6.16
8.67883713269597,5.76
8.67883713269597,6.4
8.67883713269597,5.6
8.99178996466012,5.6
8.99178996466012,5.76
8.99178996466012,5.84
8.99178996466012,5.92
8.99178996466012,5.52
8.99178996466012,6.0
8.99178996466012,5.680000000000001
9.316027658125524,5.680000000000001
9.316027658125524,5.52
9.316027658125524,5.6
9.651957137350706,5.680000000000001
9.651957137350706,5.76
9.651957137350706,5.6
10.0,5.680000000000001
10.0,5.6
10.0,5.76
10.360593046256348,5.680000000000001
10.360593046256348,5.84
10.360593046256348,5.76
10.734188827013533,5.680000000000001
10.734188827013533,5.84
10.734188827013533,5.76
11.121256211835894,5.92
11.121256211835894,5.76
11.121256211835894,5.84
11.121256211835894,5.680000000000001
11.52228097739821,5.680000000000001
11.52228097739821,5.92
11.52228097739821,5.52
11.52228097739821,5.76
11.52228097739821,5.84
11.52228097739821,5.6
11.93776641714437,5.680000000000001
11.93776641714437,5.44
11.93776641714437,5.76
11.93776641714437,5.6
11.93776641714437,5.359999999999999
11.93776641714437,5.52
12.368233972929845,5.52
12.368233972929845,5.44
12.368233972929845,5.6
12.368233972929845,5.359999999999999
12.368233972929845,5.279999999999999
12.814223889440841,5.2
12.814223889440841,5.44
12.814223889440841,5.119999999999999
12.814223889440841,5.279999999999999
12.814223889440841,5.359999999999999
13.276295892211268,5.279999999999999
13.276295892211268,5.119999999999999
13.276295892211268,5.040000000000001
13.276295892211268,4.96
13.276295892211268,5.2
13.75502989008857,5.119999999999999
13.75502989008857,4.96
13.75502989008857,5.040000000000001
13.75502989008857,4.879999999999999
13.75502989008857,5.2
13.75502989008857,4.800000000000001
14.251026703029977,4.72
14.251026703029977,4.879999999999999
14.251026703029977,4.96
14.251026703029977,4.640000000000001
14.251026703029977,5.040000000000001
14.251026703029977,4.800000000000001
14.764908816142583,4.4
14.764908816142583,4.5600000000000005
14.764908816142583,4.640000000000001
14.764908816142583,4.72
14.764908816142583,4.4799999999999995
14.764908816142583,4.879999999999999
14.764908816142583,4.800000000000001
15.29732116091359,4.16
15.29732116091359,4.24
15.29732116091359,4.4799999999999995
15.29732116091359,4.32
15.29732116091359,4.72
15.29732116091359,4.5600000000000005
15.29732116091359,4.640000000000001
15.29732116091359,4.4
15.848931924611133,4.0
15.848931924611133,4.16
15.848931924611133,4.4799999999999995
15.848931924611133,4.24
15.848931924611133,4.08
15.848931924611133,4.4
15.848931924611133,4.32
16.420433388871626,4.08
16.420433388871626,4.16
16.420433388871626,3.84
16.420433388871626,4.0
16.420433388871626,3.92
16.420433388871626,3.76
16.420433388871626,4.24
17.012542798525892,3.76
17.012542798525892,3.84
17.012542798525892,3.92
17.012542798525892,3.6799999999999997
17.012542798525892,3.5199999999999996
17.012542798525892,4.0
17.012542798525892,3.6000000000000014
17.012542798525892,4.08
17.626003261754576,3.84
17.626003261754576,3.3599999999999994
17.626003261754576,3.6799999999999997
17.626003261754576,3.4399999999999995
17.626003261754576,3.6000000000000014
17.626003261754576,3.76
17.626003261754576,3.5199999999999996
18.26158468270261,3.6000000000000014
18.26158468270261,3.3599999999999994
18.26158468270261,3.5199999999999996
18.26158468270261,3.4399999999999995
18.920084727722998,3.6000000000000014
18.920084727722998,3.3599999999999994
18.920084727722998,3.5199999999999996
18.920084727722998,3.4399999999999995
19.602329826462782,3.6000000000000014
19.602329826462782,3.6799999999999997
19.602329826462782,3.5199999999999996
19.602329826462782,3.4399999999999995
20.309176209047358,3.6799999999999997
20.309176209047358,3.5199999999999996
20.309176209047358,3.76
20.309176209047358,3.6000000000000014
21.04151098066508,3.84
21.04151098066508,3.76
21.04151098066508,3.6000000000000014
21.04151098066508,3.6799999999999997
21.80025323490051,3.92
21.80025323490051,3.76
21.80025323490051,3.6799999999999997
21.80025323490051,3.84
22.586355207213767,3.76
22.586355207213767,4.0
22.586355207213767,3.84
22.586355207213767,3.92
23.400803470013468,3.92
23.400803470013468,4.0
23.400803470013468,3.6799999999999997
23.400803470013468,3.84
23.400803470013468,3.76
24.244620170823282,3.76
24.244620170823282,3.6799999999999997
24.244620170823282,3.5199999999999996
24.244620170823282,3.6000000000000014
24.244620170823282,3.84
25.11886431509581,3.6000000000000014
25.11886431509581,3.6799999999999997
25.11886431509581,3.5199999999999996
25.11886431509581,3.4399999999999995
25.11886431509581,3.3599999999999994
26.02463309528382,3.3599999999999994
26.02463309528382,3.5199999999999996
26.02463309528382,3.200000000000001
26.02463309528382,3.4399999999999995
26.02463309528382,3.2799999999999994
26.963063267837022,3.4399999999999995
26.963063267837022,3.039999999999999
26.963063267837022,3.2799999999999994
26.963063267837022,3.120000000000001
26.963063267837022,3.200000000000001
26.963063267837022,3.3599999999999994
27.935332579852208,3.120000000000001
27.935332579852208,3.2799999999999994
27.935332579852208,3.039999999999999
27.935332579852208,3.200000000000001
27.935332579852208,2.960000000000001
28.942661247167518,3.039999999999999
28.942661247167518,2.799999999999999
28.942661247167518,2.879999999999999
28.942661247167518,2.960000000000001
28.942661247167518,3.120000000000001
29.98631348575567,2.879999999999999
29.98631348575567,3.039999999999999
29.98631348575567,2.960000000000001
29.98631348575567,3.120000000000001
31.0675990983383,3.039999999999999
31.0675990983383,2.960000000000001
31.0675990983383,3.120000000000001
31.0675990983383,3.200000000000001
32.18787511821236,3.039999999999999
32.18787511821236,3.2799999999999994
32.18787511821236,3.120000000000001
32.18787511821236,3.3599999999999994
32.18787511821236,3.200000000000001
33.34854751235185,3.3599999999999994
33.34854751235185,3.200000000000001
33.34854751235185,3.2799999999999994
33.34854751235185,3.4399999999999995
34.55107294592218,3.2799999999999994
34.55107294592218,3.5199999999999996
35.7969606104217,3.5199999999999996
35.7969606104217,3.6000000000000014
37.08777411774474,3.3599999999999994
37.08777411774474,3.4399999999999995
37.08777411774474,3.5199999999999996
37.08777411774474,3.6799999999999997
37.08777411774474,3.6000000000000014
38.425133462543215,3.5199999999999996
38.425133462543215,3.3599999999999994
38.425133462543215,3.6000000000000014
38.425133462543215,3.200000000000001
38.425133462543215,3.4399999999999995
38.425133462543215,3.2799999999999994
39.81071705534971,2.960000000000001
39.81071705534971,3.3599999999999994
39.81071705534971,3.039999999999999
39.81071705534971,3.4399999999999995
39.81071705534971,3.200000000000001
39.81071705534971,3.2799999999999994
39.81071705534971,3.120000000000001
41.24626382901352,2.960000000000001
41.24626382901352,2.799999999999999
41.24626382901352,3.039999999999999
41.24626382901352,3.120000000000001
41.24626382901352,3.200000000000001
41.24626382901352,2.879999999999999
42.7335754210932,2.879999999999999
42.7335754210932,2.799999999999999
42.7335754210932,2.7200000000000006
42.7335754210932,3.039999999999999
42.7335754210932,2.6400000000000006
42.7335754210932,2.960000000000001
44.274518434944916,2.3999999999999986
44.274518434944916,2.879999999999999
44.274518434944916,2.7200000000000006
44.274518434944916,2.4800000000000004
44.274518434944916,2.799999999999999
44.274518434944916,2.5600000000000005
44.274518434944916,2.6400000000000006
45.871026782343854,2.24
45.871026782343854,2.3200000000000003
45.871026782343854,2.4800000000000004
45.871026782343854,2.3999999999999986
45.871026782343854,2.5600000000000005
45.871026782343854,2.6400000000000006
47.525104110579036,2.3200000000000003
47.525104110579036,2.4800000000000004
47.525104110579036,2.24
47.525104110579036,2.16
47.525104110579036,2.3999999999999986
49.23882631706739,2.16
49.23882631706739,2.3200000000000003
49.23882631706739,2.24
49.23882631706739,2.08
51.01434415464322,2.08
51.01434415464322,2.0
51.01434415464322,2.16
51.01434415464322,2.24
52.85388593079247,2.16
52.85388593079247,2.08
52.85388593079247,1.92
52.85388593079247,2.0
54.75976030421944,2.0
54.75976030421944,1.92
54.75976030421944,1.8399999999999999
54.75976030421944,2.08
56.734359182256,1.8399999999999999
56.734359182256,1.92
56.734359182256,1.7599999999999998
56.734359182256,2.0
58.780160722749116,1.7599999999999998
58.780160722749116,1.8399999999999999
58.780160722749116,1.92
60.89973244419447,1.8399999999999999
60.89973244419447,1.6799999999999997
60.89973244419447,1.7599999999999998
63.0957344480193,1.6799999999999997
63.0957344480193,1.8399999999999999
63.0957344480193,1.7599999999999998
65.37092275705862,1.7599999999999998
65.37092275705862,1.6799999999999997
67.7281527744142,1.6799999999999997
67.7281527744142,1.5999999999999996
67.7281527744142,1.7599999999999998
70.1703828670383,1.5999999999999996
70.1703828670383,1.6799999999999997
70.1703828670383,1.7599999999999998
72.70067807853822,1.6799999999999997
72.70067807853822,1.5999999999999996
75.3222139758624,1.5999999999999996
75.3222139758624,1.5199999999999996
75.3222139758624,1.6799999999999997
78.03828063469523,1.5999999999999996
78.03828063469523,1.5199999999999996
78.03828063469523,1.4399999999999995
80.85228676856242,1.5999999999999996
80.85228676856242,1.5199999999999996
80.85228676856242,1.4399999999999995
83.76776400682924,1.3599999999999994
83.76776400682924,1.5199999999999996
83.76776400682924,1.4399999999999995
86.78837132695973,1.5199999999999996
86.78837132695973,1.4399999999999995
86.78837132695973,1.3599999999999994
86.78837132695973,1.2800000000000011
89.91789964660124,1.4399999999999995
89.91789964660124,1.3599999999999994
89.91789964660124,1.2800000000000011
93.16027658125525,1.1999999999999993
93.16027658125525,1.3599999999999994
93.16027658125525,1.2800000000000011
96.51957137350706,1.3599999999999994
96.51957137350706,1.1999999999999993
96.51957137350706,1.2800000000000011
100.0,1.2800000000000011
100.0,1.1999999999999993
103.60593046256342,1.2800000000000011
103.60593046256342,1.1999999999999993
107.34188827013539,1.2800000000000011
107.34188827013539,1.1999999999999993
111.21256211835899,1.1999999999999993
111.21256211835899,1.120000000000001
111.21256211835899,1.2800000000000011
115.22280977398216,1.120000000000001
115.22280977398216,1.2800000000000011
115.22280977398216,1.1999999999999993
119.3776641714437,1.120000000000001
119.3776641714437,1.2800000000000011
119.3776641714437,1.1999999999999993
123.68233972929845,1.2800000000000011
123.68233972929845,1.120000000000001
123.68233972929845,1.1999999999999993
128.1422388944084,1.2800000000000011
128.1422388944084,1.1999999999999993
132.76295892211266,1.1999999999999993
132.76295892211266,1.3599999999999994
132.76295892211266,1.2800000000000011
137.55029890088585,1.3599999999999994
137.55029890088585,1.2800000000000011
137.55029890088585,1.1999999999999993
142.51026703029993,1.3599999999999994
142.51026703029993,1.2800000000000011
142.51026703029993,1.4399999999999995
147.649088161426,1.2800000000000011
147.649088161426,1.4399999999999995
147.649088161426,1.3599999999999994
152.97321160913597,1.4399999999999995
152.97321160913597,1.3599999999999994
158.48931924611142,1.4399999999999995
158.48931924611142,1.3599999999999994
164.20433388871635,1.3599999999999994
164.20433388871635,1.4399999999999995
170.1254279852589,1.3599999999999994
170.1254279852589,1.4399999999999995
176.26003261754576,1.2800000000000011
176.26003261754576,1.3599999999999994
176.26003261754576,1.4399999999999995
182.61584682702608,1.4399999999999995
182.61584682702608,1.3599999999999994
182.61584682702608,1.2800000000000011
189.20084727722997,1.3599999999999994
189.20084727722997,1.4399999999999995
189.20084727722997,1.2800000000000011
196.0232982646277,1.4399999999999995
196.0232982646277,1.2800000000000011
196.0232982646277,1.3599999999999994
203.09176209047348,1.4399999999999995
203.09176209047348,1.2800000000000011
203.09176209047348,1.3599999999999994
210.4151098066507,1.3599999999999994
210.4151098066507,1.5199999999999996
210.4151098066507,1.4399999999999995
218.00253234900498,1.5199999999999996
218.00253234900498,1.5999999999999996
218.00253234900498,1.4399999999999995
225.86355207213768,1.5199999999999996
225.86355207213768,1.4399999999999995
225.86355207213768,1.5999999999999996
234.0080347001347,1.5999999999999996
234.0080347001347,1.6799999999999997
234.0080347001347,1.5199999999999996
242.44620170823282,1.5999999999999996
242.44620170823282,1.5199999999999996
242.44620170823282,1.6799999999999997
251.18864315095797,1.5999999999999996
251.18864315095797,1.7599999999999998
251.18864315095797,1.6799999999999997
260.2463309528381,1.5999999999999996
260.2463309528381,1.6799999999999997
260.2463309528381,1.5199999999999996
269.6306326783701,1.5199999999999996
269.6306326783701,1.6799999999999997
269.6306326783701,1.4399999999999995
269.6306326783701,1.5999999999999996
279.35332579852195,1.4399999999999995
279.35332579852195,1.5999999999999996
279.35332579852195,1.5199999999999996
289.4266124716752,1.4399999999999995
289.4266124716752,1.3599999999999994
289.4266124716752,1.5199999999999996
299.8631348575567,1.5199999999999996
299.8631348575567,1.3599999999999994
299.8631348575567,1.4399999999999995
310.675990983383,1.3599999999999994
310.675990983383,1.2800000000000011
310.675990983383,1.4399999999999995
321.8787511821236,1.2800000000000011
321.8787511821236,1.3599999999999994
321.8787511821236,1.4399999999999995
333.4854751235185,1.4399999999999995
333.4854751235185,1.3599999999999994
333.4854751235185,1.5199999999999996
345.5107294592218,1.4399999999999995
345.5107294592218,1.3599999999999994
345.5107294592218,1.5199999999999996
357.969606104217,1.5999999999999996
357.969606104217,1.5199999999999996
357.969606104217,1.4399999999999995
370.87774117744726,1.5999999999999996
370.87774117744726,1.4399999999999995
370.87774117744726,1.5199999999999996
384.2513346254324,1.6799999999999997
384.2513346254324,1.5999999999999996
384.2513346254324,1.5199999999999996
398.1071705534973,1.5999999999999996
398.1071705534973,1.6799999999999997
398.1071705534973,1.5199999999999996
412.4626382901352,1.5199999999999996
412.4626382901352,1.6799999999999997
412.4626382901352,1.5999999999999996
427.335754210932,1.5199999999999996
427.335754210932,1.5999999999999996
427.335754210932,1.6799999999999997
442.7451843494491,1.5999999999999996
442.7451843494491,1.4399999999999995
442.7451843494491,1.5199999999999996
458.7102678234385,1.5999999999999996
458.7102678234385,1.5199999999999996
458.7102678234385,1.4399999999999995
475.25104110579014,1.4399999999999995
475.25104110579014,1.5999999999999996
475.25104110579014,1.5199999999999996
492.3882631706742,1.3599999999999994
492.3882631706742,1.5199999999999996
492.3882631706742,1.4399999999999995
510.1434415464325,1.4399999999999995
510.1434415464325,1.5199999999999996
510.1434415464325,1.3599999999999994
528.5388593079247,1.5199999999999996
528.5388593079247,1.4399999999999995
528.5388593079247,1.3599999999999994
547.5976030421944,1.3599999999999994
547.5976030421944,1.5199999999999996
547.5976030421944,1.4399999999999995
567.34359182256,1.4399999999999995
567.34359182256,1.3599999999999994
567.34359182256,1.5199999999999996
587.8016072274912,1.5199999999999996
587.8016072274912,1.3599999999999994
587.8016072274912,1.4399999999999995
608.9973244419447,1.3599999999999994
608.9973244419447,1.5199999999999996
608.9973244419447,1.4399999999999995
630.9573444801937,1.3599999999999994
630.9573444801937,1.4399999999999995
630.9573444801937,1.5199999999999996
653.7092275705862,1.4399999999999995
653.7092275705862,1.3599999999999994
653.7092275705862,1.2800000000000011
677.281527744142,1.4399999999999995
677.281527744142,1.3599999999999994
677.281527744142,1.2800000000000011
677.281527744142,1.1999999999999993
701.7038286703829,1.3599999999999994
701.7038286703829,1.2800000000000011
701.7038286703829,1.1999999999999993
727.0067807853821,1.120000000000001
727.0067807853821,1.1999999999999993
727.0067807853821,1.2800000000000011
753.2221397586239,1.120000000000001
753.2221397586239,1.1999999999999993
753.2221397586239,1.0399999999999991
780.3828063469522,1.1999999999999993
780.3828063469522,1.0399999999999991
780.3828063469522,1.120000000000001
780.3828063469522,0.9599999999999991
808.5228676856251,1.0399999999999991
808.5228676856251,0.8800000000000008
808.5228676856251,1.120000000000001
808.5228676856251,0.9599999999999991
837.6776400682925,1.0399999999999991
837.6776400682925,0.9599999999999991
837.6776400682925,0.8000000000000007
837.6776400682925,0.8800000000000008
867.8837132695974,0.9599999999999991
867.8837132695974,0.8800000000000008
867.8837132695974,0.8000000000000007
899.1789964660123,0.8800000000000008
899.1789964660123,0.7200000000000006
899.1789964660123,0.8000000000000007
931.6027658125524,0.6400000000000006
965.1957137350706,0.6400000000000006
965.1957137350706,0.5599999999999987
1000.0,0.7200000000000006
1000.0,0.5599999999999987
1000.0,0.4800000000000004
1000.0,0.6400000000000006
1036.0593046256342,0.6400000000000006
1036.0593046256342,0.5599999999999987
1036.0593046256342,0.4800000000000004
1073.4188827013527,0.5599999999999987
1073.4188827013527,0.4800000000000004
1112.1256211835887,0.5599999999999987
1112.1256211835887,0.4800000000000004
1152.2280977398204,0.5599999999999987
1152.2280977398204,0.4800000000000004
1193.7766417144358,0.4800000000000004
1193.7766417144358,0.5599999999999987
1236.8233972929831,0.4800000000000004
1236.8233972929831,0.5599999999999987
1281.4223889440827,0.4800000000000004
1281.4223889440827,0.5599999999999987
1327.6295892211267,0.5599999999999987
1327.6295892211267,0.4800000000000004
1375.502989008857,0.4800000000000004
1375.502989008857,0.5599999999999987
1375.502989008857,0.40000000000000036
1425.1026703029977,0.5599999999999987
1425.1026703029977,0.4800000000000004
1425.1026703029977,0.40000000000000036
1476.4908816142583,0.4800000000000004
1476.4908816142583,0.5599999999999987
1476.4908816142583,0.40000000000000036
1529.7321160913582,0.5599999999999987
1529.7321160913582,0.4800000000000004
1529.7321160913582,0.40000000000000036
1584.8931924611124,0.5599999999999987
1584.8931924611124,0.4800000000000004
1584.8931924611124,0.40000000000000036
1642.0433388871618,0.40000000000000036
1642.0433388871618,0.5599999999999987
1642.0433388871618,0.4800000000000004
1701.2542798525892,0.40000000000000036
1701.2542798525892,0.4800000000000004
1762.6003261754577,0.40000000000000036
1762.6003261754577,0.4800000000000004
1826.1584682702608,0.4800000000000004
1826.1584682702608,0.40000000000000036
1892.0084727722997,0.4800000000000004
1892.0084727722997,0.40000000000000036
1892.0084727722997,0.3200000000000003
1960.2329826462772,0.4800000000000004
1960.2329826462772,0.3200000000000003
1960.2329826462772,0.40000000000000036
2030.9176209047348,0.3200000000000003
2030.9176209047348,0.4800000000000004
2030.9176209047348,0.40000000000000036
2104.151098066507,0.3200000000000003
2104.151098066507,0.4800000000000004
2104.151098066507,0.40000000000000036
2180.025323490052,0.3200000000000003
2180.025323490052,0.40000000000000036
2258.635520721377,0.3200000000000003
2258.635520721377,0.40000000000000036
2340.080347001347,0.40000000000000036
2340.080347001347,0.3200000000000003
2424.462017082328,0.3200000000000003
2424.462017082328,0.40000000000000036
2511.88643150958,0.2400000000000002
2511.88643150958,0.3200000000000003
2511.88643150958,0.40000000000000036
2602.4633095283807,0.2400000000000002
2602.4633095283807,0.3200000000000003
2602.4633095283807,0.40000000000000036
2696.306326783701,0.40000000000000036
2696.306326783701,0.3200000000000003
2696.306326783701,0.2400000000000002
2793.533257985222,0.3200000000000003
2793.533257985222,0.2400000000000002
2793.533257985222,0.40000000000000036
2894.2661247167516,0.3200000000000003
2894.2661247167516,0.40000000000000036
2894.2661247167516,0.2400000000000002
2998.6313485755672,0.2400000000000002
2998.6313485755672,0.3200000000000003
2998.6313485755672,0.40000000000000036
3106.7599098338296,0.3200000000000003
3106.7599098338296,0.40000000000000036
3106.7599098338296,0.2400000000000002
3218.787511821236,0.3200000000000003
3218.787511821236,0.2400000000000002
3218.787511821236,0.40000000000000036
